Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Cluster
626,52,Male,Shirt,Clothing,23.76,New York,S,Red,Winter,3.3,No,Express,No,Yes,47,Credit Card,Bi-Weekly,5
627,58,Female,Dress,Outerwear,322.84,Florida,S,Blue,Winter,4.8,Yes,Standard,Yes,No,7,PayPal,Quarterly,6
628,47,Female,Jacket,Clothing,234.88,New York,L,White,Summer,3.6,No,Free,No,Yes,12,Credit Card,Bi-Weekly,6
629,34,Female,Dress,Footwear,84.45,New York,XL,Blue,Spring,3.1,No,Standard,No,No,47,Debit Card,Weekly,2
630,66,Male,Dress,Outerwear,479.81,Florida,S,Black,Spring,1.1,No,Free,No,No,2,Debit Card,Annually,8
631,37,Male,Blouse,Accessories,274.24,Texas,XL,Red,Fall,2.7,Yes,Next Day Air,Yes,No,0,Cash,Annually,8
632,65,Male,Dress,Clothing,136.11,Texas,L,Black,Summer,2.2,Yes,Express,No,Yes,8,Credit Card,Bi-Weekly,6
633,42,Male,Sandals,Outerwear,260.29,California,XL,Black,Winter,4.0,Yes,Standard,No,Yes,30,Cash,Quarterly,4
634,39,Female,Boots,Accessories,346.22,New York,M,Green,Spring,1.8,No,Express,Yes,Yes,40,PayPal,Weekly,0
635,30,Male,Sandals,Outerwear,56.59,Florida,XL,Green,Fall,1.8,No,Standard,No,Yes,25,Debit Card,Monthly,2
636,36,Male,Blouse,Outerwear,257.71000000000004,New York,L,Black,Summer,1.8,Yes,Free,Yes,Yes,16,Venmo,Annually,8
637,66,Female,Pants,Outerwear,407.34,Illinois,L,Red,Spring,1.5,Yes,Express,Yes,Yes,33,Venmo,Bi-Weekly,0
638,53,Male,Shirt,Clothing,240.64,New York,L,Black,Summer,2.2,No,Standard,No,Yes,8,Credit Card,Quarterly,8
639,29,Female,Sandals,Accessories,282.36,New York,XL,Green,Summer,4.5,Yes,Next Day Air,No,Yes,12,Credit Card,Quarterly,7
640,58,Female,Blouse,Footwear,227.75,Texas,M,Red,Spring,4.1,No,Free,Yes,Yes,4,Venmo,Weekly,6
641,36,Female,Jacket,Clothing,41.07,Florida,S,Black,Spring,3.9,Yes,Express,No,Yes,40,Credit Card,Annually,2
642,29,Female,Pants,Clothing,99.56,New York,M,White,Spring,4.2,No,Standard,No,No,12,Debit Card,Weekly,2
643,26,Female,Blouse,Clothing,233.86,Texas,XL,White,Summer,2.1,Yes,Express,Yes,Yes,0,PayPal,Monthly,1
644,24,Female,Blouse,Footwear,120.41,California,XL,Black,Summer,4.5,Yes,Standard,Yes,Yes,24,PayPal,Monthly,2
645,45,Female,Shirt,Accessories,43.99,Texas,S,Red,Fall,3.0,No,Free,No,Yes,46,Cash,Monthly,2
646,31,Female,Boots,Accessories,424.95,Texas,XL,Black,Winter,2.3,No,Next Day Air,Yes,No,3,Debit Card,Quarterly,8
647,48,Male,Sandals,Accessories,490.97,Texas,L,Black,Summer,3.3,No,Free,No,Yes,35,Credit Card,Annually,4
648,69,Male,Jacket,Outerwear,400.71,New York,L,Green,Winter,1.4,Yes,Express,No,Yes,9,Credit Card,Weekly,8
649,36,Male,Sneakers,Outerwear,429.82,New York,L,White,Spring,3.9,No,Express,No,No,27,Cash,Weekly,4
650,64,Male,Sandals,Outerwear,136.15,California,L,Green,Summer,2.5,No,Standard,No,Yes,5,Cash,Monthly,6
651,33,Female,Sneakers,Footwear,481.1,Illinois,L,Green,Fall,4.1,Yes,Free,Yes,No,26,Credit Card,Annually,7
652,22,Male,Blouse,Outerwear,114.52,Illinois,XL,Black,Fall,3.0,No,Standard,No,No,11,Credit Card,Annually,2
653,52,Female,Dress,Footwear,476.69,Illinois,S,Green,Winter,1.7,No,Free,Yes,No,47,Debit Card,Bi-Weekly,0
654,29,Male,Jacket,Accessories,497.51,California,S,White,Spring,3.9,No,Express,No,No,2,Cash,Annually,7
655,42,Male,Pants,Outerwear,361.63,Illinois,L,Green,Winter,2.0,Yes,Standard,No,Yes,45,Debit Card,Annually,0
656,69,Male,Dress,Outerwear,490.95,Illinois,XL,White,Spring,3.0,Yes,Standard,Yes,No,32,Credit Card,Weekly,4
657,38,Female,Dress,Clothing,293.38,Texas,M,Green,Fall,1.3,Yes,Free,No,No,9,Venmo,Annually,8
658,53,Male,Sandals,Footwear,144.58,New York,M,White,Winter,3.5,No,Next Day Air,Yes,Yes,30,Venmo,Annually,6
659,40,Female,Jacket,Accessories,229.76,New York,XL,Green,Fall,3.7,Yes,Free,Yes,Yes,14,Credit Card,Weekly,6
660,33,Female,Boots,Clothing,304.91,Texas,L,Green,Fall,2.5,No,Next Day Air,No,Yes,6,Cash,Annually,8
661,56,Male,Blouse,Clothing,55.08,Texas,S,Red,Spring,4.8,No,Free,No,No,35,Venmo,Weekly,5
662,62,Male,Blouse,Accessories,318.72,Texas,XL,White,Winter,4.5,No,Express,No,Yes,13,Cash,Bi-Weekly,6
663,59,Male,Blouse,Clothing,490.97,New York,M,White,Winter,3.8,Yes,Standard,No,No,47,Venmo,Quarterly,4
664,56,Female,Blouse,Footwear,111.25,Illinois,M,White,Fall,3.9,Yes,Free,Yes,No,13,Cash,Weekly,6
665,31,Male,Sandals,Footwear,400.45,Texas,M,Blue,Fall,2.0,No,Express,No,Yes,2,Venmo,Weekly,8
666,48,Female,Sneakers,Outerwear,455.79,California,L,Green,Spring,3.6,No,Free,No,Yes,48,Cash,Annually,4
667,22,Female,Blouse,Clothing,472.98,Texas,M,White,Summer,1.8,Yes,Standard,No,Yes,45,Debit Card,Weekly,3
668,52,Male,Sneakers,Outerwear,480.87,Florida,XL,Blue,Summer,1.6,Yes,Free,No,Yes,49,Cash,Monthly,0
669,40,Male,Sneakers,Clothing,270.3,Texas,XL,Red,Fall,5.0,Yes,Next Day Air,No,Yes,2,Debit Card,Monthly,7
670,46,Female,Boots,Footwear,489.11,New York,M,White,Summer,3.5,No,Standard,Yes,Yes,21,Debit Card,Bi-Weekly,4
671,60,Female,Blouse,Footwear,383.51,Texas,XL,White,Summer,2.7,Yes,Next Day Air,No,No,18,Credit Card,Weekly,8
672,28,Female,Shirt,Footwear,97.6,Florida,M,Blue,Summer,2.2,Yes,Express,Yes,No,34,Debit Card,Annually,2
673,35,Male,Pants,Clothing,248.91,California,M,Green,Summer,3.4,Yes,Express,No,Yes,11,PayPal,Annually,2
674,64,Female,Dress,Footwear,364.8,Illinois,S,Red,Fall,1.2,No,Free,No,No,4,Debit Card,Quarterly,8
675,29,Male,Sneakers,Clothing,138.72,Texas,L,White,Summer,1.4,Yes,Next Day Air,No,No,9,Cash,Bi-Weekly,1
676,26,Female,Jacket,Outerwear,327.5,Florida,L,Green,Summer,1.1,No,Next Day Air,Yes,No,40,Debit Card,Annually,3
677,27,Female,Jacket,Clothing,339.97,Florida,S,Red,Spring,3.0,No,Standard,No,No,32,Cash,Quarterly,2
678,61,Male,Pants,Outerwear,98.1,California,S,Black,Fall,3.4,No,Next Day Air,Yes,No,12,Cash,Annually,6
679,34,Female,Jacket,Clothing,291.24,New York,L,Black,Winter,1.2,Yes,Next Day Air,Yes,No,34,PayPal,Quarterly,3
680,55,Male,Shirt,Outerwear,390.38,Texas,M,Red,Winter,3.9,Yes,Standard,No,Yes,31,Debit Card,Monthly,4
681,24,Male,Jacket,Footwear,257.71000000000004,Florida,M,Blue,Spring,1.9,Yes,Standard,Yes,Yes,10,Debit Card,Monthly,2
682,63,Female,Dress,Outerwear,25.81,California,L,Red,Spring,3.7,No,Next Day Air,No,Yes,47,Venmo,Annually,5
683,30,Male,Dress,Footwear,24.34,Illinois,M,Red,Fall,4.9,Yes,Free,No,No,37,Venmo,Bi-Weekly,2
684,57,Male,Sneakers,Footwear,191.37,Florida,S,Blue,Winter,3.8,No,Standard,Yes,Yes,23,Credit Card,Weekly,6
685,59,Female,Blouse,Outerwear,464.57,California,M,Blue,Summer,4.5,Yes,Standard,No,Yes,34,Cash,Bi-Weekly,4
686,26,Male,Boots,Clothing,129.76,New York,M,Green,Spring,4.8,Yes,Next Day Air,No,Yes,18,PayPal,Bi-Weekly,2
687,67,Male,Shirt,Clothing,324.49,New York,XL,Green,Winter,2.9,Yes,Next Day Air,Yes,No,5,Venmo,Weekly,8
688,44,Male,Sneakers,Accessories,126.6,Florida,XL,Blue,Fall,3.8,Yes,Standard,Yes,Yes,39,Debit Card,Monthly,2
689,19,Female,Shirt,Clothing,174.4,Florida,XL,Black,Summer,4.4,No,Next Day Air,Yes,No,44,Credit Card,Monthly,2
690,22,Male,Blouse,Accessories,427.06,Texas,M,Black,Fall,2.4,No,Standard,Yes,Yes,43,PayPal,Weekly,3
691,46,Female,Sandals,Clothing,369.85,California,L,Red,Spring,2.0,No,Free,Yes,Yes,41,Debit Card,Quarterly,0
692,54,Female,Jacket,Clothing,65.79,Florida,S,White,Winter,4.8,No,Free,Yes,Yes,34,Debit Card,Bi-Weekly,6
693,55,Male,Jacket,Footwear,225.78,Texas,M,Red,Winter,3.9,Yes,Standard,No,No,3,Cash,Annually,6
694,36,Male,Boots,Accessories,34.0,Texas,L,Red,Winter,1.9,No,Standard,Yes,No,32,Cash,Monthly,2
695,25,Male,Blouse,Clothing,250.83,Florida,M,White,Winter,2.8,No,Express,Yes,No,12,Venmo,Annually,2
696,65,Female,Sneakers,Accessories,337.97,New York,S,Blue,Summer,4.2,No,Express,No,No,35,Venmo,Weekly,4
697,62,Male,Boots,Footwear,76.88,California,M,Black,Summer,3.2,Yes,Next Day Air,No,No,42,Debit Card,Annually,6
698,18,Male,Blouse,Footwear,158.66,California,S,Red,Fall,3.6,No,Next Day Air,Yes,Yes,18,Debit Card,Annually,2
699,39,Male,Pants,Accessories,210.96,New York,M,White,Summer,4.0,No,Standard,Yes,Yes,42,Venmo,Bi-Weekly,4
700,69,Male,Dress,Footwear,461.37,Florida,S,Green,Spring,3.5,Yes,Standard,No,No,11,Venmo,Weekly,8
701,34,Male,Boots,Outerwear,496.76,California,M,Red,Spring,3.2,Yes,Express,Yes,No,10,Debit Card,Annually,7
702,24,Female,Boots,Outerwear,41.56,Florida,S,Black,Winter,4.0,No,Express,Yes,Yes,5,PayPal,Monthly,2
703,42,Female,Sneakers,Footwear,385.28,Florida,XL,Blue,Spring,3.9,No,Standard,No,No,11,Debit Card,Weekly,7
704,62,Male,Shirt,Outerwear,198.43,Texas,M,Red,Fall,3.5,Yes,Free,Yes,Yes,26,PayPal,Monthly,6
705,21,Male,Pants,Clothing,208.38,New York,M,Red,Summer,2.4,No,Free,No,No,40,PayPal,Quarterly,2
706,53,Male,Sneakers,Accessories,382.05,Florida,L,White,Summer,2.6,Yes,Next Day Air,Yes,Yes,24,Debit Card,Annually,8
707,23,Male,Blouse,Clothing,460.84,Illinois,L,Green,Summer,4.9,No,Standard,No,No,41,Credit Card,Weekly,4
708,48,Female,Blouse,Accessories,476.45,New York,S,Green,Spring,1.4,No,Standard,No,No,2,Venmo,Monthly,8
709,36,Male,Blouse,Footwear,297.02,California,M,Blue,Summer,2.1,No,Next Day Air,No,Yes,2,Cash,Annually,8
710,61,Female,Sandals,Clothing,191.42,Texas,S,Black,Winter,3.0,No,Express,Yes,Yes,19,Debit Card,Bi-Weekly,6
711,56,Female,Blouse,Footwear,398.02,California,XL,Blue,Winter,4.3,No,Express,No,No,27,PayPal,Monthly,4
712,44,Male,Shirt,Footwear,140.48,California,L,Red,Winter,3.0,Yes,Free,Yes,No,22,Debit Card,Monthly,6
713,27,Female,Pants,Accessories,290.76,New York,S,Red,Spring,2.1,Yes,Standard,No,Yes,47,Venmo,Quarterly,2
714,43,Female,Jacket,Accessories,192.12,California,S,Green,Summer,1.3,No,Express,No,No,2,PayPal,Bi-Weekly,8
715,36,Female,Dress,Accessories,335.18,Florida,L,Black,Spring,3.8,No,Free,No,Yes,41,Cash,Quarterly,4
716,56,Female,Shirt,Clothing,135.39,California,M,White,Summer,2.0,No,Free,Yes,Yes,23,Cash,Bi-Weekly,6
717,20,Male,Shirt,Outerwear,111.96,Texas,S,Black,Fall,2.6,Yes,Free,Yes,No,42,Cash,Monthly,2
718,62,Male,Sandals,Accessories,460.75,Texas,L,Red,Fall,2.8,Yes,Express,No,Yes,39,Credit Card,Quarterly,4
719,30,Female,Jacket,Accessories,68.87,Illinois,M,White,Spring,4.6,Yes,Express,Yes,Yes,5,PayPal,Annually,6
720,67,Male,Jacket,Clothing,262.86,Texas,XL,Black,Winter,2.6,Yes,Standard,Yes,No,19,PayPal,Bi-Weekly,8
721,45,Male,Dress,Accessories,126.01,California,L,Black,Spring,1.6,Yes,Standard,Yes,Yes,10,Credit Card,Monthly,1
722,37,Male,Dress,Clothing,38.69,Texas,S,White,Winter,3.1,Yes,Free,No,Yes,31,PayPal,Weekly,2
723,45,Male,Jacket,Footwear,37.29,New York,XL,Red,Summer,4.9,Yes,Free,Yes,Yes,26,Credit Card,Bi-Weekly,6
724,25,Male,Blouse,Accessories,104.11,Texas,M,Black,Winter,3.4,Yes,Express,No,Yes,20,Debit Card,Bi-Weekly,2
725,58,Female,Shirt,Accessories,436.05,Florida,M,White,Winter,4.9,No,Express,No,No,43,Venmo,Annually,4
726,56,Male,Sneakers,Footwear,155.59,New York,L,Red,Summer,4.4,Yes,Standard,No,Yes,47,Cash,Bi-Weekly,4
727,18,Male,Dress,Footwear,476.22,Illinois,L,White,Fall,1.1,Yes,Standard,Yes,No,49,Credit Card,Bi-Weekly,3
728,20,Male,Sandals,Footwear,299.18,Florida,L,White,Summer,3.6,Yes,Next Day Air,No,Yes,12,Credit Card,Annually,2
729,30,Male,Sandals,Accessories,229.57,California,M,Black,Spring,2.1,Yes,Standard,Yes,No,21,Credit Card,Annually,2
730,45,Female,Dress,Outerwear,298.44,California,XL,Red,Spring,3.2,No,Express,Yes,Yes,34,Debit Card,Quarterly,4
731,66,Female,Jacket,Outerwear,268.02,California,M,Black,Spring,2.1,Yes,Free,No,No,46,Credit Card,Monthly,0
732,42,Female,Pants,Outerwear,384.21,Florida,S,Blue,Spring,2.4,No,Next Day Air,No,Yes,21,Venmo,Monthly,8
733,50,Female,Sneakers,Accessories,155.6,Florida,M,Blue,Spring,4.7,No,Standard,No,Yes,27,Venmo,Quarterly,6
734,55,Male,Sneakers,Footwear,189.46,Florida,S,Red,Fall,1.8,No,Standard,Yes,Yes,20,Cash,Monthly,8
735,23,Female,Dress,Accessories,449.17,New York,XL,White,Fall,4.5,Yes,Express,Yes,Yes,45,Debit Card,Bi-Weekly,4
736,61,Male,Blouse,Footwear,474.3,New York,L,Black,Winter,1.1,Yes,Next Day Air,No,No,17,Venmo,Quarterly,8
737,62,Male,Pants,Accessories,448.43,California,L,Black,Spring,1.4,Yes,Standard,No,No,30,PayPal,Quarterly,0
738,49,Male,Sneakers,Accessories,221.34,Texas,M,Red,Summer,4.4,No,Free,Yes,Yes,45,PayPal,Monthly,4
739,62,Male,Dress,Footwear,394.58,California,L,Red,Spring,3.5,No,Express,Yes,No,36,PayPal,Weekly,4
740,64,Male,Sandals,Outerwear,248.64,Illinois,XL,Blue,Fall,4.0,No,Next Day Air,No,Yes,20,Credit Card,Monthly,6
741,38,Female,Sneakers,Footwear,258.82,New York,L,Green,Spring,1.8,No,Standard,Yes,Yes,13,Credit Card,Weekly,8
742,33,Female,Boots,Clothing,118.25,Florida,M,Red,Fall,3.1,Yes,Standard,Yes,No,24,PayPal,Quarterly,2
743,38,Female,Pants,Clothing,303.74,New York,XL,Green,Winter,3.9,Yes,Next Day Air,Yes,No,26,Cash,Weekly,4
744,28,Female,Pants,Footwear,109.35,Florida,S,Red,Winter,3.5,Yes,Express,Yes,No,39,Cash,Bi-Weekly,2
745,54,Male,Boots,Accessories,179.15,Illinois,M,White,Winter,2.9,No,Next Day Air,Yes,Yes,22,Credit Card,Annually,6
746,53,Female,Shirt,Clothing,430.41,Illinois,S,White,Fall,4.8,No,Next Day Air,Yes,Yes,30,PayPal,Weekly,4
747,52,Male,Sandals,Clothing,119.4,New York,XL,Blue,Spring,3.7,Yes,Express,No,No,46,Cash,Annually,4
748,36,Female,Boots,Accessories,54.16,Florida,M,Blue,Spring,4.6,Yes,Standard,Yes,Yes,28,Credit Card,Bi-Weekly,2
749,37,Male,Jacket,Accessories,53.12,Illinois,M,Green,Summer,3.9,No,Free,No,No,46,PayPal,Annually,2
750,35,Male,Jacket,Outerwear,471.58,California,XL,Red,Fall,3.9,Yes,Express,No,No,29,Debit Card,Bi-Weekly,4
751,64,Female,Dress,Accessories,263.32,California,L,Black,Summer,1.3,Yes,Free,Yes,No,25,PayPal,Annually,8
752,58,Male,Pants,Footwear,216.52,Florida,M,Blue,Winter,2.4,No,Standard,No,No,19,PayPal,Annually,6
753,66,Male,Shirt,Footwear,409.22,New York,M,Black,Spring,4.4,No,Next Day Air,No,No,37,Venmo,Monthly,4
754,31,Female,Shirt,Outerwear,421.2,Illinois,S,Black,Fall,1.9,No,Free,No,No,18,Venmo,Weekly,8
755,32,Male,Sneakers,Clothing,179.45,New York,L,Red,Summer,1.5,Yes,Standard,Yes,Yes,26,Debit Card,Annually,2
756,48,Female,Sneakers,Clothing,352.94,California,S,Green,Summer,2.3,No,Standard,No,Yes,24,Debit Card,Quarterly,8
757,18,Female,Boots,Accessories,390.14,Illinois,S,Red,Summer,1.9,Yes,Next Day Air,Yes,No,39,PayPal,Monthly,3
758,20,Female,Shirt,Footwear,334.23,New York,L,Blue,Spring,4.7,Yes,Next Day Air,No,No,37,Cash,Weekly,2
759,33,Male,Boots,Clothing,92.77,Texas,L,Black,Spring,4.5,No,Standard,No,No,22,Debit Card,Monthly,2
760,40,Male,Sandals,Outerwear,440.42,Florida,XL,Red,Spring,3.0,Yes,Standard,No,Yes,28,PayPal,Weekly,4
761,28,Male,Boots,Outerwear,278.77,Florida,L,Red,Fall,1.2,No,Free,No,No,14,Credit Card,Bi-Weekly,8
762,29,Female,Sneakers,Footwear,155.59,Texas,M,Red,Spring,3.9,No,Standard,Yes,No,2,Venmo,Annually,2
763,27,Male,Pants,Outerwear,224.11,California,L,Blue,Fall,3.5,Yes,Standard,No,No,9,Cash,Quarterly,2
764,49,Female,Boots,Outerwear,38.03,Illinois,XL,Green,Summer,4.9,Yes,Free,No,Yes,14,PayPal,Monthly,6
765,33,Female,Blouse,Footwear,81.38,Florida,XL,Red,Summer,3.2,No,Express,Yes,No,15,Credit Card,Monthly,2
766,25,Male,Pants,Accessories,387.46,Texas,XL,Blue,Winter,2.3,No,Free,Yes,Yes,16,Venmo,Monthly,8
767,55,Female,Shirt,Accessories,20.01,Texas,L,Black,Spring,3.1,No,Free,Yes,Yes,18,Credit Card,Monthly,6
768,29,Male,Shirt,Outerwear,219.95,California,L,White,Summer,4.9,No,Next Day Air,No,No,10,PayPal,Annually,2
769,41,Male,Boots,Accessories,270.8,California,S,Blue,Spring,3.8,No,Free,Yes,Yes,47,Debit Card,Weekly,4
770,45,Male,Pants,Accessories,46.22,New York,S,White,Fall,3.7,No,Standard,Yes,Yes,4,Venmo,Annually,6
771,25,Male,Sneakers,Outerwear,487.08,Florida,M,Red,Summer,2.0,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly,8
772,45,Male,Sneakers,Accessories,128.54,New York,S,Red,Spring,4.0,Yes,Standard,Yes,No,13,Debit Card,Annually,6
773,53,Female,Jacket,Outerwear,166.02,Texas,M,Blue,Summer,4.0,Yes,Express,Yes,Yes,49,Cash,Annually,4
774,43,Female,Shirt,Clothing,165.89,Illinois,XL,White,Summer,2.3,Yes,Standard,Yes,No,25,PayPal,Bi-Weekly,2
775,25,Female,Dress,Footwear,130.6,Illinois,S,Red,Spring,2.9,No,Express,No,No,7,PayPal,Annually,2
776,67,Male,Jacket,Footwear,20.71,California,L,Black,Summer,2.2,Yes,Standard,Yes,No,4,Venmo,Weekly,6
777,45,Male,Sneakers,Accessories,370.09,Illinois,S,Green,Summer,2.0,Yes,Free,No,Yes,6,Credit Card,Quarterly,8
778,45,Male,Pants,Accessories,484.09,Illinois,M,Green,Summer,1.1,No,Next Day Air,Yes,No,15,Cash,Bi-Weekly,8
779,54,Female,Sandals,Accessories,127.66,Illinois,S,Red,Summer,2.1,Yes,Standard,Yes,Yes,13,Venmo,Monthly,6
780,58,Male,Sneakers,Footwear,338.26,Texas,XL,White,Fall,3.0,No,Express,Yes,Yes,36,Venmo,Weekly,4
781,53,Female,Pants,Clothing,376.11,Illinois,L,Red,Summer,1.0,No,Express,No,Yes,40,Credit Card,Quarterly,0
782,44,Female,Jacket,Clothing,427.24,Illinois,M,White,Winter,2.1,No,Next Day Air,Yes,Yes,3,Cash,Weekly,8
783,34,Male,Shirt,Footwear,222.86,Illinois,L,Black,Summer,4.5,No,Standard,Yes,No,35,Credit Card,Weekly,2
784,26,Male,Sneakers,Clothing,165.41,New York,L,White,Spring,3.4,No,Free,Yes,No,47,PayPal,Monthly,2
785,50,Female,Boots,Footwear,176.14,Texas,M,Red,Winter,3.4,Yes,Standard,Yes,Yes,16,Debit Card,Quarterly,6
786,37,Male,Pants,Clothing,362.06,California,L,Black,Fall,2.6,Yes,Standard,No,No,46,PayPal,Weekly,4
787,30,Female,Shirt,Outerwear,412.05,New York,L,Blue,Winter,3.7,Yes,Next Day Air,No,No,35,PayPal,Monthly,4
788,45,Male,Sandals,Outerwear,107.17,Florida,S,Green,Winter,1.8,No,Standard,No,No,5,Venmo,Bi-Weekly,1
789,65,Male,Sandals,Footwear,198.05,Texas,L,Red,Winter,4.3,Yes,Free,No,Yes,15,PayPal,Monthly,6
790,46,Female,Dress,Clothing,452.93,Texas,L,Red,Spring,1.5,Yes,Express,No,No,28,Cash,Annually,8
791,30,Male,Pants,Accessories,407.21,Florida,L,Red,Spring,3.6,Yes,Next Day Air,Yes,Yes,35,PayPal,Monthly,4
792,63,Female,Jacket,Clothing,492.73,Florida,L,Black,Spring,2.4,Yes,Free,Yes,No,37,Cash,Monthly,4
793,52,Male,Dress,Outerwear,257.71000000000004,Florida,M,Blue,Fall,4.0,No,Express,Yes,Yes,36,Credit Card,Monthly,4
794,23,Female,Dress,Outerwear,208.73,California,XL,White,Spring,3.2,Yes,Next Day Air,No,Yes,47,Venmo,Weekly,2
795,35,Female,Blouse,Clothing,303.51,Illinois,S,Blue,Spring,2.8,No,Next Day Air,Yes,Yes,47,Cash,Quarterly,4
796,68,Male,Sneakers,Clothing,337.29,Texas,L,Black,Winter,1.7,No,Express,No,No,9,PayPal,Monthly,8
797,22,Female,Pants,Accessories,57.66,Illinois,L,Red,Spring,3.5,Yes,Express,Yes,Yes,40,Venmo,Monthly,2
798,64,Male,Dress,Accessories,281.36,Illinois,M,Green,Summer,4.9,No,Free,No,No,35,Venmo,Annually,4
799,42,Male,Blouse,Clothing,360.47,Florida,XL,Red,Spring,4.3,No,Standard,Yes,Yes,28,Cash,Annually,4
800,19,Male,Jacket,Clothing,100.31,California,L,White,Fall,1.2,No,Standard,Yes,No,13,Cash,Bi-Weekly,2
801,27,Female,Shirt,Clothing,394.7,New York,M,Green,Fall,2.5,No,Standard,Yes,Yes,3,Debit Card,Bi-Weekly,8
802,47,Female,Boots,Clothing,300.21,California,S,Red,Summer,4.7,No,Standard,Yes,No,43,Debit Card,Annually,4
803,67,Male,Boots,Footwear,477.07,Illinois,S,Green,Fall,3.0,No,Standard,No,Yes,41,Venmo,Quarterly,4
804,62,Male,Pants,Clothing,40.36,California,L,Blue,Fall,3.6,No,Free,Yes,Yes,35,Debit Card,Bi-Weekly,6
805,22,Female,Dress,Accessories,147.36,Florida,L,Black,Winter,4.7,Yes,Next Day Air,Yes,Yes,49,PayPal,Quarterly,2
806,50,Male,Boots,Outerwear,308.75,New York,XL,Red,Summer,4.5,Yes,Free,Yes,No,44,Credit Card,Annually,4
807,18,Male,Sneakers,Footwear,162.35,Florida,XL,White,Winter,3.0,No,Free,No,Yes,12,Venmo,Bi-Weekly,2
808,35,Female,Boots,Clothing,362.92,New York,L,Blue,Winter,2.8,No,Free,Yes,Yes,45,Credit Card,Monthly,4
809,49,Male,Boots,Outerwear,384.32,Illinois,M,Red,Spring,2.4,Yes,Next Day Air,Yes,Yes,17,Debit Card,Annually,8
810,64,Female,Boots,Footwear,69.21,New York,XL,Blue,Summer,3.9,Yes,Free,Yes,Yes,32,Cash,Bi-Weekly,6
811,66,Male,Sandals,Outerwear,266.65,New York,L,White,Spring,2.1,Yes,Free,Yes,No,20,Venmo,Quarterly,8
812,28,Female,Blouse,Clothing,264.27,New York,XL,Red,Spring,2.0,Yes,Next Day Air,Yes,Yes,15,Debit Card,Quarterly,2
813,38,Male,Dress,Clothing,197.25,California,L,White,Winter,2.4,No,Free,No,Yes,14,PayPal,Bi-Weekly,2
814,43,Male,Sneakers,Accessories,467.8,California,S,Green,Fall,1.7,No,Standard,No,No,4,Venmo,Quarterly,8
815,42,Female,Dress,Clothing,417.2,Illinois,L,White,Summer,3.8,Yes,Express,No,No,5,Venmo,Bi-Weekly,8
816,39,Male,Sandals,Clothing,354.66,New York,S,Green,Fall,3.5,Yes,Free,Yes,No,37,Cash,Bi-Weekly,4
817,44,Female,Pants,Footwear,362.88,Texas,XL,Red,Winter,2.9,Yes,Express,No,Yes,2,Venmo,Quarterly,8
818,66,Male,Pants,Accessories,241.62,Illinois,L,Green,Winter,2.6,Yes,Free,Yes,No,47,Cash,Weekly,0
819,30,Female,Pants,Footwear,462.08,New York,XL,Red,Winter,4.6,No,Free,Yes,No,11,Debit Card,Monthly,7
820,50,Female,Jacket,Outerwear,353.41,New York,S,Red,Winter,1.1,Yes,Standard,Yes,No,35,PayPal,Annually,0
821,51,Female,Boots,Clothing,369.91,California,L,Black,Winter,4.1,Yes,Next Day Air,Yes,Yes,32,PayPal,Monthly,4
822,58,Female,Jacket,Outerwear,433.61,Illinois,XL,Red,Winter,4.6,Yes,Express,No,Yes,35,Venmo,Annually,4
823,52,Male,Blouse,Footwear,151.55,New York,S,Green,Fall,2.8,No,Next Day Air,No,Yes,32,Venmo,Annually,6
824,18,Male,Pants,Clothing,407.39,New York,XL,Black,Spring,3.2,No,Standard,No,No,30,Debit Card,Monthly,2
825,38,Female,Sandals,Clothing,113.72,Illinois,M,Black,Fall,4.8,No,Standard,Yes,Yes,20,Cash,Bi-Weekly,6
826,65,Female,Sneakers,Footwear,185.76,Texas,S,Red,Summer,1.8,Yes,Express,No,No,26,PayPal,Quarterly,6
827,23,Female,Dress,Footwear,181.09,Illinois,S,White,Fall,3.1,Yes,Next Day Air,No,No,26,Cash,Weekly,2
828,45,Male,Boots,Footwear,489.69,Illinois,S,White,Winter,2.9,Yes,Standard,Yes,No,7,Debit Card,Weekly,8
829,34,Male,Shirt,Footwear,431.14,Texas,L,Black,Fall,2.0,No,Free,No,Yes,36,PayPal,Weekly,4
830,22,Male,Sneakers,Footwear,356.56,Illinois,L,Red,Spring,4.3,No,Free,Yes,No,31,PayPal,Monthly,2
831,48,Male,Boots,Clothing,368.99,New York,L,White,Summer,4.6,Yes,Free,No,No,25,Credit Card,Monthly,4
832,22,Female,Jacket,Footwear,289.79,Illinois,M,Red,Fall,4.1,Yes,Next Day Air,No,Yes,1,Debit Card,Bi-Weekly,2
833,55,Female,Jacket,Clothing,474.6,Texas,M,Red,Spring,1.8,No,Free,No,No,11,Debit Card,Weekly,8
834,20,Female,Sneakers,Clothing,258.2,Florida,S,Black,Fall,1.3,Yes,Free,Yes,No,21,Credit Card,Bi-Weekly,2
835,40,Male,Jacket,Footwear,202.65,Illinois,M,Black,Summer,3.0,Yes,Standard,No,No,16,Cash,Weekly,2
